Date,Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts,Index Future Net,Index Call Net,Index Put Net,Index Net Long,Stock Future Net,Stock Call Net,Stock Put Net,Stock Net Long
19-03-2021,Client,192430,171145,750667,154863,792197,791634,822740,926949,603726,172775,379398,246258,3303429,2701353,21285,-30543,-135315,126057,595804,224328,-73483,893615
19-03-2021,DII,674,36660,30459,833615,267,13178,0,0,0,0,13459,0,44578,883734,-35986,267,13178,-48897,-803156,-13459,0,-816615
19-03-2021,FII,79209,45492,628942,519651,227126,358253,159829,187643,40401,37552,56100,37090,1371483,1005805,33717,67297,170610,-69596,109291,-15699,462,93130
19-03-2021,Pro,24639,43655,184919,86858,290107,248544,327128,297017,107376,168110,302546,95089,1023695,1152293,-19016,-37021,-48473,-7564,98061,-195170,73021,-170130
19-03-2021,TOTAL,296952,296952,1594987,1594987,1309697,1411609,1309697,1411609,751503,378437,751503,378437,5743185,5743185,0,0,0,0,0,0,0,0
19-04-2021,Client,137840,114870,855784,224263,945788,953815,973010,1087033,642249,211649,391177,267849,3747125,3058202,22970,-27222,-133218,128966,631521,251072,-56200,938793
19-04-2021,DII,631,40206,27468,885077,267,23703,0,0,159,0,33506,0,52228,958789,-39575,267,23703,-63011,-857609,-33347,0,-890956
19-04-2021,FII,81877,54659,616015,500575,261884,384483,172413,237686,50813,43768,71918,44601,1438840,1081852,27218,89471,146797,-30108,115440,-21105,-833,95168
19-04-2021,Pro,14279,24892,183536,72888,331197,356653,393713,393935,116558,175881,313178,118848,1178104,1317454,-10613,-62516,-37282,-35847,110648,-196620,57033,-143005
19-04-2021,TOTAL,234627,234627,1682803,1682803,1539136,1718654,1539136,1718654,809779,431298,809779,431298,6416297,6416297,0,0,0,0,0,0,0,0
19-05-2020,Client,100521,114821,446746,172188,746795,492525,639857,614287,348783,125114,226227,139181,2260484,1906561,-14300,106938,-121762,214400,274558,122556,-14067,411181
19-05-2020,DII,28441,12135,40067,861056,4584,69109,0,0,0,0,941,0,142201,874132,16306,4584,69109,-48219,-820989,-941,0,-821930
19-05-2020,FII,44661,49650,1013602,552116,149648,194625,124735,118165,13198,18885,23842,14154,1434619,882662,-4989,24913,76460,-56536,461486,-10644,4731,446111
19-05-2020,Pro,30799,27816,165328,80383,153694,150306,290129,174113,65552,86281,176523,76945,651960,825909,2983,-136435,-23807,-109645,84945,-110971,9336,-35362
19-05-2020,TOTAL,204422,204422,1665743,1665743,1054721,906565,1054721,906565,427533,230280,427533,230280,4489264,4489264,0,0,0,0,0,0,0,0
19-05-2021,Client,143433,114676,1016219,235182,1192007,1306360,1232066,1418317,803048,269093,497068,330159,4730160,3827468,28757,-40059,-111957,100655,781037,305980,-61066,1148083
19-05-2021,DII,3172,40460,41142,1090690,267,26587,0,0,0,0,53646,0,71168,1184796,-37288,267,26587,-63608,-1049548,-53646,0,-1103194
19-05-2021,FII,72023,50088,797624,634838,388700,431150,234850,283793,63582,60050,90752,58162,1813129,1352483,21935,153850,147357,28428,162786,-27170,1888,133728
19-05-2021,Pro,16811,30215,224165,118440,375585,428743,489643,490730,176606,223073,401770,163895,1444983,1694693,-13404,-114058,-61987,-65475,105725,-225164,59178,-178617
19-05-2021,TOTAL,235439,235439,2079150,2079150,1956559,2192840,1956559,2192840,1043236,552216,1043236,552216,8059440,8059440,0,0,0,0,0,0,0,0
19-06-2020,Client,132132,143892,470365,233161,492345,766293,512995,823416,324541,225905,252273,178817,2411581,2144554,-11760,-20650,-57123,24713,237204,72268,47088,262384
19-06-2020,DII,23856,20023,61839,914709,4584,79653,0,0,117,144,4967,0,170193,939699,3833,4584,79653,-71236,-852870,-4850,144,-857864
19-06-2020,FII,70540,55465,1081723,490772,218373,244948,169127,185418,24327,25967,27605,28509,1665878,956896,15075,49246,59530,4791,590951,-3278,-2542,590215
19-06-2020,Pro,26689,33837,160005,135290,184710,182256,217890,264316,118209,100968,182349,145658,772837,979340,-7148,-33180,-82060,41732,24715,-64140,-44690,5265
19-06-2020,TOTAL,253217,253217,1773932,1773932,900012,1273150,900012,1273150,467194,352984,467194,352984,5020489,5020489,0,0,0,0,0,0,0,0
19-07-2021,Client,170928,175245,1198207,215792,1878432,1206754,1779486,1521596,1069376,290474,643713,453581,5814171,4789413,-4317,98946,-314842,409471,982415,425663,-163107,1571185
19-07-2021,DII,2628,52712,31440,1203174,401,31070,0,0,0,0,81582,0,65539,1337468,-50084,401,31070,-80753,-1171734,-81582,0,-1253316
19-07-2021,FII,79511,52284,699233,708022,310688,431783,261848,227058,65289,71342,116518,60285,1657846,1426015,27227,48840,204725,-128658,-8789,-51229,11057,-71075
19-07-2021,Pro,48698,21524,300220,102112,457434,481505,605620,402458,180876,296949,473728,144899,1765681,1750341,27174,-148186,79047,-200059,198108,-292852,152050,-246794
19-07-2021,TOTAL,301765,301765,2229100,2229100,2646954,2151112,2646954,2151112,1315541,658765,1315541,658765,9303236,9303236,0,0,0,0,0,0,0,0
19-08-2020,Client,94817,108404,558798,161255,733216,1015556,708989,1054334,489416,208809,321796,221878,3100612,2576656,-13587,24227,-38778,49418,397543,167620,-13069,578232
19-08-2020,DII,10989,37517,24129,746587,1577,40023,0,0,0,0,7425,0,76718,791529,-26528,1577,40023,-64974,-722458,-7425,0,-729883
19-08-2020,FII,77795,43272,771168,515164,168085,247855,102202,158765,22839,25228,32893,18089,1312970,870385,34523,65883,89090,11316,256004,-10054,7139,238811
19-08-2020,Pro,26102,20510,167742,98831,222548,276017,314235,366352,105327,127087,255468,121157,924823,1176553,5592,-91687,-90335,4240,68911,-150141,5930,-87160
19-08-2020,TOTAL,209703,209703,1521837,1521837,1125426,1579451,1125426,1579451,617582,361124,617582,361124,5415123,5415123,0,0,0,0,0,0,0,0
19-10-2020,Client,106237,122426,631448,150771,805525,989179,783936,1100253,522881,179909,336912,214213,3235179,2708511,-16189,21589,-111074,116474,480677,185969,-34304,700950
19-10-2020,DII,1940,39194,31648,739331,267,39591,0,0,0,0,564,0,73446,779089,-37254,267,39591,-76578,-707683,-564,0,-708247
19-10-2020,FII,94771,47701,634805,490780,238117,346876,158229,207236,26767,23697,35530,20275,1365033,959751,47070,79888,139640,-12682,144025,-8763,3422,131840
19-10-2020,Pro,31540,25167,166483,83502,237411,264860,339155,333017,98769,136317,275411,105435,935380,1161687,6373,-101744,-68157,-27214,82981,-176642,30882,-124543
19-10-2020,TOTAL,234488,234488,1464384,1464384,1281320,1640506,1281320,1640506,648417,339923,648417,339923,5609038,5609038,0,0,0,0,0,0,0,0
19-11-2020,Client,111804,143147,638715,184483,541860,742985,539895,835108,504158,247088,343028,220965,2786610,2266626,-31343,1965,-92123,62745,454232,161130,26123,589239
19-11-2020,DII,2324,38997,33885,761541,267,27036,0,0,0,0,4460,0,63512,804998,-36673,267,27036,-63442,-727656,-4460,0,-732116
19-11-2020,FII,112949,53051,776542,545683,211464,281050,137703,202889,23784,25034,33400,20320,1430823,993046,59898,73761,78161,55498,230859,-9616,4714,216529
19-11-2020,Pro,36989,28871,167066,124501,178806,199863,254799,212937,131906,131139,278960,161976,845769,1062044,8118,-75993,-13074,-54801,42565,-147054,-30837,-73652
19-11-2020,TOTAL,264066,264066,1616208,1616208,932397,1250934,932397,1250934,659848,403261,659848,403261,5126714,5126714,0,0,0,0,0,0,0,0
20-01-2020,Client,122312,115786,757574,215162,841655,484974,752020,766499,362467,142865,259729,169055,2711847,2278251,6526,89635,-281525,377686,542412,102738,-26190,671340
20-01-2020,DII,44849,39438,25563,1103007,4317,65841,0,0,0,0,854,0,140570,1143299,5411,4317,65841,-56113,-1077444,-854,0,-1078298
20-01-2020,FII,92735,87034,1012380,536523,204456,349319,127043,116447,18661,28420,29271,16457,1705971,912775,5701,77413,232872,-149758,475857,-10610,11963,453284
20-01-2020,Pro,15018,32656,172885,113710,158028,195770,329393,212958,71048,85274,162322,71047,698023,922086,-17638,-171365,-17188,-171815,59175,-91274,14227,-46326
20-01-2020,TOTAL,274914,274914,1968402,1968402,1208456,1095904,1208456,1095904,452176,256559,452176,256559,5256411,5256411,0,0,0,0,0,0,0,0
20-01-2021,Client,146824,143291,738233,228369,1015637,1194154,972365,1271111,651157,219793,412441,286628,3965798,3314205,3533,43272,-76957,123762,509864,238716,-66835,815415
20-01-2021,DII,3329,49730,16920,780489,549,30983,0,0,267,44,1807,0,52092,832026,-46401,549,30983,-76835,-763569,-1540,44,-765153
20-01-2021,FII,79168,45303,688777,525369,228357,301465,170070,192182,41686,37013,74809,33466,1376466,1041199,33865,58287,109283,-17131,163408,-33123,3547,126738
20-01-2021,Pro,32835,23832,189381,99084,270830,325216,372938,388525,136842,188933,340895,125689,1144037,1350963,9003,-102108,-63309,-29796,90297,-204053,63244,-177000
20-01-2021,TOTAL,262156,262156,1633311,1633311,1515373,1851818,1515373,1851818,829952,445783,829952,445783,6538393,6538393,0,0,0,0,0,0,0,0
20-02-2020,Client,179456,86913,823878,243968,432797,433882,470598,665887,380590,149952,265118,178325,2400555,1910809,92543,-37801,-232005,286747,579910,115472,-28373,723755
20-02-2020,DII,26176,21786,40191,1083539,4317,70550,0,0,3112,0,3056,0,144346,1108381,4390,4317,70550,-61843,-1043348,56,0,-1043292
20-02-2020,FII,30081,125954,975623,592648,156628,308322,79584,104249,21482,22621,23229,16620,1514757,942284,-95873,77044,204073,-222902,382975,-1747,6001,375227
20-02-2020,Pro,18588,19648,225292,144829,107199,112137,150759,154755,71616,93613,185397,71241,628445,726629,-1060,-43560,-42618,-2002,80463,-113781,22372,-55690
20-02-2020,TOTAL,254301,254301,2064984,2064984,700941,924891,700941,924891,476800,266186,476800,266186,4688103,4688103,0,0,0,0,0,0,0,0
20-03-2020,Client,148226,118620,438035,168672,506931,358196,497788,518620,231450,86716,188997,93470,1769554,1586167,29606,9143,-160424,199173,269363,42453,-6754,318570
20-03-2020,DII,60740,3105,83090,955023,19064,66251,0,0,0,0,3094,0,229145,961222,57635,19064,66251,10448,-871933,-3094,0,-875027
20-03-2020,FII,118564,170599,1018818,473515,210691,356833,179237,196797,27299,16361,19835,16585,1748566,1056568,-52035,31454,160036,-180617,545303,7464,-224,552991
20-03-2020,Pro,16841,52047,155802,98535,144763,130755,204424,196618,85580,83815,132403,76837,617556,760864,-35206,-59661,-65863,-29004,57267,-46823,6978,3466
20-03-2020,TOTAL,344371,344371,1695745,1695745,881449,912035,881449,912035,344329,186892,344329,186892,4364821,4364821,0,0,0,0,0,0,0,0
20-04-2020,Client,87321,121471,335642,191965,442838,501417,415628,588082,173742,123096,142756,93277,1664056,1553179,-34150,27210,-86665,79725,143677,30986,29819,144844
20-04-2020,DII,40876,5285,67491,768257,4530,62593,0,0,0,0,2193,0,175490,775735,35591,4530,62593,-22472,-700766,-2193,0,-702959
20-04-2020,FII,71053,67150,1005948,451119,126939,177342,98595,107992,9730,12339,13393,9826,1403351,748075,3903,28344,69350,-37103,554829,-3663,2513,548653
20-04-2020,Pro,19872,25216,105733,103473,112482,124487,172566,169765,67468,42923,92598,75255,472965,638873,-5344,-60084,-45278,-20150,2260,-25130,-32332,9462
20-04-2020,TOTAL,219122,219122,1514814,1514814,686789,865839,686789,865839,250940,178358,250940,178358,3715862,3715862,0,0,0,0,0,0,0,0
20-04-2021,Client,143069,123689,859574,224324,1179520,976597,1111592,1135929,646791,217191,399547,269695,4022742,3264776,19380,67928,-159332,246640,635250,247244,-52504,934998
20-04-2021,DII,630,45913,27918,889554,267,23142,0,0,159,0,33256,0,52116,968723,-45283,267,23142,-68158,-861636,-33097,0,-894733
20-04-2021,FII,78936,47704,616496,503918,247360,382533,184826,232804,52730,45976,74071,46914,1424031,1090237,31232,62534,149729,-55963,112578,-21341,-938,92175
20-04-2021,Pro,17071,22400,182710,68902,335935,329275,466664,342814,121369,175773,314175,122331,1162133,1337286,-5329,-130729,-13539,-122519,113808,-192806,53442,-132440
20-04-2021,TOTAL,239706,239706,1686698,1686698,1763082,1711547,1763082,1711547,821049,438940,821049,438940,6661022,6661022,0,0,0,0,0,0,0,0
20-05-2020,Client,98867,120578,462965,168655,713608,609862,605955,686712,337391,129399,223655,139084,2352092,1944639,-21711,107653,-76850,162792,294310,113736,-9685,417731
20-05-2020,DII,26441,11893,40730,886630,4584,68128,0,0,0,0,1900,0,139883,900423,14548,4584,68128,-48996,-845900,-1900,0,-847800
20-05-2020,FII,47933,49754,1028345,559809,146782,188752,120488,119096,13032,17666,21766,13261,1442510,884174,-1821,26294,69656,-45183,468536,-8734,4405,455397
20-05-2020,Pro,29691,20707,169349,86295,150153,148171,288684,209105,69744,84074,172846,78794,651182,856431,8984,-138531,-60934,-68613,83054,-103102,5280,-25328
20-05-2020,TOTAL,202932,202932,1701389,1701389,1015127,1014913,1015127,1014913,420167,231139,420167,231139,4585667,4585667,0,0,0,0,0,0,0,0
20-05-2021,Client,137595,105918,1030969,233619,651164,653668,703630,859410,854651,259916,519527,339191,3587963,2761295,31677,-52466,-205742,184953,797350,335124,-79275,1211749
20-05-2021,DII,3174,37460,43012,1090883,267,26569,0,0,0,0,55734,0,73022,1184077,-34286,267,26569,-60588,-1047871,-55734,0,-1103605
20-05-2021,FII,69743,56880,793398,655055,256086,356690,142026,172040,66149,60417,94501,57520,1602483,1178022,12863,114060,184650,-57727,138343,-28352,2897,107094
20-05-2021,Pro,18624,28878,238372,126194,180619,216294,242480,221771,176984,235476,428022,159098,1066369,1206443,-10254,-61861,-5477,-66638,112178,-251038,76378,-215238
20-05-2021,TOTAL,229136,229136,2105751,2105751,1088136,1253221,1088136,1253221,1097784,555809,1097784,555809,6329837,6329837,0,0,0,0,0,0,0,0
20-07-2020,Client,135545,124872,498324,241229,593124,920731,607993,929473,439357,204491,290345,205198,2791572,2399110,10673,-14869,-8742,4546,257095,149012,-707,406814
20-07-2020,DII,15997,26434,31068,792152,267,46903,0,0,98,0,8680,0,94333,827266,-10437,267,46903,-57073,-761084,-8582,0,-769666
20-07-2020,FII,61749,56220,881158,427575,205511,255723,148924,172150,25046,23449,43271,21679,1452636,869819,5529,56587,83573,-21457,453583,-18225,1770,433588
20-07-2020,Pro,26786,32551,151398,100992,231548,258129,273533,379863,115248,122362,237453,123425,905471,1147817,-5765,-41985,-121734,73984,50406,-122205,-1063,-70736
20-07-2020,TOTAL,240077,240077,1561948,1561948,1030450,1481486,1030450,1481486,579749,350302,579749,350302,5244012,5244012,0,0,0,0,0,0,0,0
20-07-2021,Client,185622,181489,1195903,198218,2122029,1191736,1988782,1559730,1088467,280576,651226,451128,6064333,5030573,4133,133247,-367994,505374,997685,437241,-170552,1605478
20-07-2021,DII,2628,51470,33530,1214050,401,26970,0,0,0,0,82848,0,63529,1348368,-48842,401,26970,-75411,-1180520,-82848,0,-1263368
20-07-2021,FII,73835,68941,697382,710733,388450,465416,320879,209864,60279,71094,116468,58833,1756455,1485718,4894,67571,255552,-183087,-13351,-56189,12261,-81801
20-07-2021,Pro,61254,21439,294898,98712,473460,467827,674678,382354,173326,294262,471530,135971,1765026,1784684,39815,-201218,85473,-246876,196186,-298204,158291,-260309
20-07-2021,TOTAL,323339,323339,2221713,2221713,2984338,2151948,2984338,2151948,1322072,645932,1322072,645932,9649342,9649342,0,0,0,0,0,0,0,0
20-08-2020,Client,106478,102163,572245,174819,469022,581686,479186,699240,517666,203453,331532,229678,2450550,2016618,4315,-10164,-117554,111705,397426,186134,-26225,609785
20-08-2020,DII,10399,37517,22992,743907,1577,40023,0,0,0,0,7425,0,74991,788849,-27118,1577,40023,-65564,-720915,-7425,0,-728340
20-08-2020,FII,68514,57857,766391,523202,140359,227915,78135,125369,22757,25672,33731,17709,1251608,836003,10657,62224,102546,-29665,243189,-10974,7963,224252
20-08-2020,Pro,32176,20030,182120,101820,143659,170437,197296,195452,104876,138081,272611,119819,771349,907028,12146,-53637,-25015,-16476,80300,-167735,18262,-105697
20-08-2020,TOTAL,217567,217567,1543748,1543748,754617,1020061,754617,1020061,645299,367206,645299,367206,4548498,4548498,0,0,0,0,0,0,0,0
20-10-2020,Client,107398,122763,635665,150907,814853,1058266,794506,1170570,524830,182384,341862,216027,3323396,2796635,-15365,20347,-112304,117286,484758,182968,-33643,701369
20-10-2020,DII,1940,40121,32568,740175,267,39991,0,0,0,0,684,0,74766,780980,-38181,267,39991,-77905,-707607,-684,0,-708291
20-10-2020,FII,95936,52503,629909,492786,227167,358603,156544,222418,27561,24339,36181,20227,1363515,980659,43433,70623,136185,-22129,137123,-8620,4112,124391
20-10-2020,Pro,35330,25217,169906,84180,239716,286024,330953,349896,99711,133601,273375,104070,964288,1167691,10113,-91237,-63872,-17252,85726,-173664,29531,-117469
20-10-2020,TOTAL,240604,240604,1468048,1468048,1282003,1742884,1282003,1742884,652102,340324,652102,340324,5725965,5725965,0,0,0,0,0,0,0,0
20-11-2020,Client,101651,140854,645855,178984,641134,934289,650624,1004515,491236,254720,344137,223756,3068885,2542870,-39203,-9490,-70226,21533,466871,147099,30964,583006
20-11-2020,DII,2210,39253,33870,758876,267,27036,0,0,0,0,4460,0,63383,802589,-37043,267,27036,-63812,-725006,-4460,0,-729466
20-11-2020,FII,117849,50657,770998,549233,221293,312433,143209,236231,24714,25134,31543,20190,1472421,1031063,67192,78084,76202,69074,221765,-6829,4944,209992
20-11-2020,Pro,34746,25692,169382,133012,200439,245790,269300,278802,140434,130759,276244,166667,921550,1149717,9054,-68861,-33012,-26795,36370,-135810,-35908,-63532
20-11-2020,TOTAL,256456,256456,1620105,1620105,1063133,1519548,1063133,1519548,656384,410613,656384,410613,5526239,5526239,0,0,0,0,0,0,0,0
21-01-2020,Client,121107,112021,764409,214244,922227,551269,792969,817063,373242,143527,264970,173165,2875781,2374432,9086,129258,-265794,404138,550165,108272,-29638,688075
21-01-2020,DII,44838,34119,25884,1100589,4317,70196,0,0,0,0,885,0,145235,1135593,10719,4317,70196,-55160,-1074705,-885,0,-1075590
21-01-2020,FII,98137,97283,1008352,548015,198125,350764,133042,125102,18275,28952,30378,15641,1702605,949461,854,65083,225662,-159725,460337,-12103,13311,434923
21-01-2020,Pro,12264,32923,180268,116065,162682,186461,361340,216525,71979,87114,167263,70787,700768,964903,-20659,-198658,-30064,-189253,64203,-95284,16327,-47408
21-01-2020,TOTAL,276346,276346,1978913,1978913,1287351,1158690,1287351,1158690,463496,259593,463496,259593,5424389,5424389,0,0,0,0,0,0,0,0
21-01-2021,Client,127246,144386,725619,210115,552142,686704,534684,799445,628625,211493,399148,279602,2931829,2367380,-17140,17458,-112741,113059,515504,229477,-68109,813090
21-01-2021,DII,3327,49375,16962,776907,549,34395,0,0,267,44,1888,0,55544,828170,-46048,549,34395,-79894,-759945,-1621,44,-761610
21-01-2021,FII,90123,45089,691082,530564,159501,243944,93921,163559,42395,37249,75854,32536,1264294,941523,45034,65580,80385,30229,160518,-33459,4713,122346
21-01-2021,Pro,44508,26354,189451,105528,149665,220345,233252,222384,138295,189317,332692,125965,931581,1046175,18154,-83587,-2039,-63394,83923,-194397,63352,-173826
21-01-2021,TOTAL,265204,265204,1623114,1623114,861857,1185388,861857,1185388,809582,438103,809582,438103,5183248,5183248,0,0,0,0,0,0,0,0
21-04-2020,Client,96373,119882,339781,192534,550365,465773,481830,562035,196251,114347,150596,94772,1762890,1601649,-23509,68535,-96262,141288,147247,45655,19575,173327
